komentar,timestamp,sentiment
GUWA MAU PINDAH😭,2025-03-21 00:06:43+00:00,negatif
orde baru part2😤😤😤,2025-03-21 00:05:43+00:00,positif
dpr (dewan perwakilan rakyat?)cih😂😂,2025-03-20 23:56:49+00:00,positif
mumpu 10 malam terakhir ayo kita berdoa agar masa depan kita cerah serta masuk surga🙏🤲,2025-03-20 23:53:34+00:00,positif
", Jepang kyk lagi ngegodain gua gk sih",2025-03-20 23:46:04+00:00,negatif
battle royale bertempur dengan gaya anjay wkwk,2025-03-20 23:40:11+00:00,positif
gw gk tau apa²🗿,2025-03-20 23:30:43+00:00,positif
takut gue hilang anjirr,2025-03-20 23:19:32+00:00,negatif
saran toko rompi anti peluru🗿,2025-03-20 23:02:38+00:00,negatif
DPR sama presiden beda alur ygy,2025-03-20 22:57:35+00:00,netral
"ayok rakyat Indonesia jangan diem aja donk karna "" kekuasaan tertinggi berada di tangan rakyat """,2025-03-20 22:44:15+00:00,negatif
"udah jepang lgi cari warga yg mau tinggal diperdesaan dan dibayar 500jt yen, walau diperdesaan ada obake asal yg tinggal rame jngn takut dri pda tinggal di indo skrng🗿",2025-03-20 22:27:35+00:00,negatif
makin takut tinggal di Indonesia sumpah,2025-03-20 22:09:45+00:00,negatif
harusnya nih Indo kayak korea ada wajib militer jadi biar enak nih,2025-03-20 22:07:27+00:00,negatif
"DPR dipilih rakyat, ya gmn ya, km rakyat terpaksa mlih krn yg nyalon jg kn org ny masih dlm itu"" aj 😌🙏",2025-03-20 21:54:08+00:00,negatif
efek ga ada gawe di markas,2025-03-20 21:53:01+00:00,positif
"banyak amat program di bikin biar masyarakat membaik, padahal yang bikin buruk tikus korupsi🤭",2025-03-20 21:52:59+00:00,negatif
jepang kosong pindah yu,2025-03-20 21:51:13+00:00,negatif
"bang sehat-sehat ya bang jaga diri, stay safe",2025-03-20 21:08:34+00:00,negatif
gs lier aingah😭,2025-03-20 21:07:44+00:00,netral
makin yakin mau pindah negara gwe😒,2025-03-20 20:55:59+00:00,negatif
Konoha konoha,2025-03-20 20:22:30+00:00,netral
IHH KALO GA PINDAH NEGARA GW MAU JADI DPR AJA DEH BIAR IDUP DAMAI.,2025-03-20 20:06:58+00:00,negatif
Indonesia Bubar 2030,2025-03-20 19:36:07+00:00,negatif
"pak jokowi: ""keranjang kuning""
pak prabowo: ""cek out""
kejaksaan: ""kurir""
nenek: sewa mahasewa
🗿",2025-03-20 19:03:52+00:00,positif
"semua karena PDIP
PDIP lah yg menyetujuinya dgn perantara PUAN sebagai ketua DPR",2025-03-20 18:57:41+00:00,negatif
mau pindah negara😭,2025-03-20 18:43:59+00:00,negatif
kok gak ada yang up video nangis dawai kayak dulu padahal ini sedih banget tragis 😢,2025-03-20 18:32:17+00:00,negatif
ORDE BARU SEASON 2,2025-03-20 18:17:40+00:00,positif
bang bisa spill bajunya nggaaa?😂,2025-03-20 18:06:54+00:00,negatif
apapun itu naikin gaji damkar🗿⚡,2025-03-20 17:49:12+00:00,negatif
@sheii @cici🧜🏻‍♀️ @yain bae lah,2025-03-20 17:24:33+00:00,negatif
Ya allah😭,2025-03-20 17:10:55+00:00,positif
ini malaysia gamau klaim gue tah,2025-03-20 17:01:13+00:00,netral
capek bgt sm indonesia😭,2025-03-20 16:53:35+00:00,positif
@୨ৎ  ֺ  s𝒉aa ⸼ 🩰 @ㅤ──┄  诺拉 ini lho,2025-03-20 16:41:39+00:00,positif
"ruu perampasan aset, yang di rampas aset rakyat? menyala ketua DPR",2025-03-20 16:27:28+00:00,negatif
Pangalihan isu 5 kuadriliun bang wkwkwkwk,2025-03-20 16:20:31+00:00,positif
negara kocak y gini,2025-03-20 16:02:13+00:00,positif
demokrasi trnyata dekorasi doang,2025-03-20 15:59:25+00:00,negatif
gak ketolong lagi ni negara,2025-03-20 15:33:58+00:00,negatif
mari kita pindah ke negeri lain,2025-03-20 15:33:18+00:00,negatif
itu gc banget anjir emang siapa yang mengusulkan sih itu peraturan nya? tbtb banget sah sah bae 🗿,2025-03-20 15:29:40+00:00,negatif
YA ALLAH PEN PINDAH,2025-03-20 15:16:14+00:00,negatif
kaum 58 ga akan faham,2025-03-20 15:15:44+00:00,negatif
tergantung atasannya. orde baru atasannya kan bukan Prabowo 💀,2025-03-20 15:10:45+00:00,negatif
kirain prabowo beda ga taunya season dua dari jokowow,2025-03-20 15:08:59+00:00,netral
dpr wakilin siapa sii??,2025-03-20 15:02:39+00:00,negatif
kayaknya bener sih kalau indonesia gel**😳,2025-03-20 13:29:09+00:00,netral
Ada aja gebrakannya stlh 02 menjabat😌,2025-03-20 13:20:03+00:00,netral
00:13 nolak keras apakah bubur ayam bang ? 🗿😁,2025-03-20 13:06:43+00:00,negatif
makin semangat yang mau ke luar negeri,2025-03-20 13:02:53+00:00,positif
mana yg milih oke gas hahaha,2025-03-20 12:55:14+00:00,netral
DPRI = Dewan Perwakilan Rakyat Indonesia,2025-03-20 12:21:13+00:00,positif
bang snbp apaan si gak ngerti gw,2025-03-20 12:02:46+00:00,negatif
gimana prabotol kn termasuk orang yg terlibat kejadian trisakti makanya dia terapkan itu .😂,2025-03-20 11:55:28+00:00,negatif
Kok aku makin pusing dan ga betah banget tinggal di Indonesia,2025-03-20 11:42:12+00:00,negatif
komennya....,2025-03-20 11:41:14+00:00,netral
aduh,2025-03-20 11:32:43+00:00,positif
apakah petrus bakal aktif lagi?,2025-03-20 11:10:30+00:00,negatif
"""2045 negara emas"" they said😂",2025-03-20 11:09:29+00:00,positif
Ohh brrti yang yg bikin tu dpr ? Yg ngesahin dia? (Tanya dengan nada lapar),2025-03-20 10:52:27+00:00,negatif
pilihan siapa kmren,2025-03-20 10:26:40+00:00,positif
"Tamtama Bintara: Jangan salahkan kami, kami tidak mendapat keuntungan apapun. Kami bersedih bila suatu saat kita berhadapan dengan Rakyat.",2025-03-20 10:24:33+00:00,negatif
bentar lagi Indonesia bakal ada wamil kayaknya,2025-03-20 10:15:07+00:00,netral
sini daftar pindah negara,2025-03-20 09:47:48+00:00,negatif
"bukan pake pikiran tapi pake otot, itu yang bahaya",2025-03-20 09:35:55+00:00,negatif
dukung RUU TNI,2025-03-20 08:59:54+00:00,positif
"netral kali ya?
bapak ku TNI tapi ak kasihan",2025-03-20 08:51:00+00:00,negatif
#kabur aja dulu emang berdasar njir,2025-03-20 08:32:42+00:00,negatif
@ulfaerichan @jake wkwkwk,2025-03-20 08:10:47+00:00,negatif
dpr itu perwakilan siapa sih😩,2025-03-20 08:01:41+00:00,positif
terlambat udah sah 😌,2025-03-20 07:59:25+00:00,negatif
beda nya ama korut apa🗿,2025-03-20 07:42:39+00:00,netral
tolak RUU TNI 🥳🔥🔥,2025-03-20 07:30:57+00:00,positif
Asli Indo gelap banget,2025-03-20 07:05:58+00:00,negatif
"emang bahaya,,,,tolak keras bang,,,",2025-03-20 06:48:08+00:00,negatif
seruuu lah,2025-03-20 06:17:59+00:00,negatif
"kacau balauuu ,,negarakuu inii,,,(salahsatu kata lagu Slank)",2025-03-19 22:24:57+00:00,negatif
"dpr apaan udh setuju, yaallah hukumlah mereka yang merugikan kita rakyat ini ya Allah, aku mohon🥲",2025-03-19 12:26:49+00:00,negatif
Isinya pendukung anis semua,2025-03-19 12:04:54+00:00,negatif
Rakyat mana sih yg pengen Ruu tni ini? DPR kan dewan perwakilan rakyat,2025-03-19 11:36:03+00:00,negatif
ada apa dengan negara ini?,2025-03-19 07:07:08+00:00,netral
gua sih ga peduli gimanapun gw ttp iya aja selama ini kek yaudahlah😃,2025-03-19 04:31:28+00:00,netral
"bang buat film
""tuhan, knp aku WNI""",2025-03-19 04:09:58+00:00,positif
sayangnya gw ga percaya sama si panji 🤣🤣,2025-03-19 00:37:43+00:00,netral
leave this fvckkn damn country guyss,2025-03-19 00:28:34+00:00,negatif
bau bau revolusi,2025-03-18 23:44:10+00:00,positif
mau jadi kaya Korea Utara kali🗿,2025-03-18 23:18:21+00:00,netral
DPR GUYS KAYAKNYA PENGEN PERMAININ ERA SEKARANG DPR TANDAIN,2025-03-18 23:11:59+00:00,positif
singkat saja: Dwifungsi ABRI 2.0,2025-03-18 22:28:04+00:00,netral
bang bahas stnk mati 2 tahun kendaraan di sita,2025-03-18 22:16:01+00:00,negatif
Bang bahas yang lagi viral di gunung Bromo 😹,2025-03-18 22:09:06+00:00,negatif
Waduhhh makin merambah kemana mana halo dek,2025-03-18 22:07:25+00:00,netral
"RUU TNI DIKEBUT
RUU PERAMPASAN ASET di tolak",2025-03-18 21:31:51+00:00,negatif
pasti yg kena prabowo lagi🗿,2025-03-18 21:08:37+00:00,positif
mending gitu,2025-03-18 19:18:17+00:00,positif
bersykur ga ngerasain orde baru eh ujung² nya..,2025-03-18 15:51:12+00:00,negatif
capek hidup di indo gelap bgt semoga punya kehidupan yg baik tinggal di makkah dan menjadi warga sana,2025-03-18 14:57:13+00:00,positif
yang gue tangkap dari ini adalah jika RUU TNI di sahkan semua media dan orang mengkritik akan di tindak dengan senyap TNI gak mungkin bisa bertindak,2025-03-18 14:50:08+00:00,negatif
bg bahas tanaman singkong di bromo,2025-03-18 14:19:44+00:00,positif
bahas ladang yg di bromo bang,2025-03-18 14:14:03+00:00,negatif
rakyat bersama Damkar 🔥👍🏼,2025-03-18 12:57:20+00:00,positif
@ëcaaִ𖤐 @dep @جيهان,2025-03-18 12:03:04+00:00,positif
negara lucuu🤣,2025-03-18 11:52:30+00:00,positif
negara demokrasi rasa Korut 😌,2025-03-18 11:37:29+00:00,negatif
tiap warga sipil demo didenger kaga si sebenernya?,2025-03-18 11:35:51+00:00,negatif
"kok curiga iya kek nya DPR banyak yg korupsi, perampasan aset hening teruss mau ngebut ruu tni",2025-03-18 11:17:11+00:00,negatif
tentara vs polisi sabung ayam,2025-03-18 08:28:34+00:00,netral
gebrakan yang selalu bikin masyarakat sipil terkejut,2025-03-18 08:19:43+00:00,negatif
kesalahan terbesar gua adalah balik lagi ke Indonesia tau gitu mending ikut mama tinggal di Madinah aja😭😭,2025-03-18 08:15:48+00:00,negatif
bang bahas ada ladang di gunung bromo,2025-03-18 08:07:08+00:00,negatif
bang kasus kasus yang banyak kemaren dah tenggelam kah ?,2025-03-18 08:03:56+00:00,negatif
"wkwk gw udh feeling si semenjak 02 menang keknya bklan ada orde baru season 2, gokilll",2025-03-18 07:56:11+00:00,negatif
"iyalah jelas, pak prabowo kan sedang farming jadi mereka takut 😁",2025-03-18 07:51:10+00:00,negatif
pelawak skrng seolah jdi pengamat yang berpengalaman,2025-03-18 07:39:22+00:00,positif
lama lama indo jadi Korut 🗿,2025-03-18 07:37:41+00:00,negatif
kata nya nanti kek myanmar,2025-03-18 07:33:27+00:00,negatif
ini ketakutan gua pas pilpres kemaren kalo pak prabowo jadi presiden,2025-03-18 07:32:52+00:00,negatif
kebiasaan dpr takut ketahuan korupsi nya bikin revisi UU TNI diem²,2025-03-18 07:32:32+00:00,negatif
serah gw mending latihan boxing,2025-03-18 07:25:52+00:00,netral
"yang cape tinggal di indo pindah ke Malaysia atau Singapura aja dah, gaji lebih tinggi dan negara mereka lebih maju",2025-03-18 07:09:55+00:00,negatif
Negara goblok,2025-03-18 07:09:25+00:00,positif
"RUU TNI itu berbeda dengan orde baru, tapi sama para pembenci di paksa di sambung sambung kan 😅😅",2025-03-18 07:01:52+00:00,netral
omke gams😝,2025-03-18 06:54:07+00:00,netral
"sebelum RUU polisi yg ditakuti masyarakat
stelah RUU tentara yg ditakuti masyarakat
begitukah pointnya 😳",2025-03-18 06:41:17+00:00,negatif
Ya allah pgn pindah negara tapi gk punya uang😌,2025-03-18 06:35:12+00:00,negatif
kalau negara makin hancur aku bakal berusaha pergi ke negara lain ku Bawak kluarga ku,2025-03-18 06:34:51+00:00,negatif
"Indonesia emas❌
Indonesia cemas ✅",2025-03-18 06:25:03+00:00,positif
nanti jadinya tentara dwifungsi 😥,2025-03-18 06:24:42+00:00,netral
sekarang STNK ga bayar 2 tahun motor kena sita gimana lah Indonesia sekarang 😔,2025-03-18 06:20:58+00:00,negatif
tkut bgt kunci merdeka Indonesia pecah pecah😭😭,2025-03-18 06:08:46+00:00,negatif
mana mahasewa yg demo?,2025-03-18 06:07:23+00:00,negatif
"yang lu jelasin harus nya isi dari ruu nya bukan malah ngejelasin orde baru,lu harus tau apa itu ruu tni,",2025-03-18 05:30:57+00:00,negatif
"terimakasih banyak bng, sudah ikut menyuarakan",2025-03-18 05:29:32+00:00,positif
saya setuju ruu tni 🙏,2025-03-18 05:27:43+00:00,negatif
Tolak RUU TNI🔥🔥,2025-03-18 05:25:36+00:00,positif
ke 30,2025-03-18 05:20:07+00:00,netral
di sni aku juga bisa liat negara terangga kita Malaysia LEBIH bagus walaupun sering di hujat ama warga +62,2025-03-25 20:03:25+00:00,netral
"Persiapkanlah senjata kalian masing-masing kawan, kita harus bertahan di era ini , setelah era ini kita lihat siapa saja yang dapat bertahan. (salam dari saya Alan). DPR Bab1 sejarah",2025-03-25 16:53:19+00:00,positif
#tolakruutni,2025-03-25 16:37:51+00:00,negatif
"Persiapkanlah senjata kalian masing-masing kawan, kita harus bertahan di era ini , setelah era ini kita lihat siapa saja yang dapat bertahan. (salam dari saya Alan)",2025-03-25 16:32:41+00:00,positif
"klo orangnya hilang, Indonesia gak punya penduduk lagi ya",2025-03-25 13:27:22+00:00,negatif
#TOLAKRUUTNI,2025-03-25 12:17:30+00:00,negatif
DPR² (Dewan Penyiksa Rakyat),2025-03-25 10:13:14+00:00,positif
"ternyata dizaman orde baru dulu, tentara lebih mengerikan daripada polisi zaman skrg😔",2025-03-25 07:31:57+00:00,netral
penyesalanku adalah terlahir di negara ini😭（┬┬＿┬┬）,2025-03-25 06:29:37+00:00,positif
Tolak RUU TNI🥺 malah takut kalau memang di jalanin,2025-03-25 04:54:26+00:00,netral
"ada orde, ada reaksi
orde reaksi aku gk sanggup 🙏😭",2025-03-25 04:30:26+00:00,negatif
liat @Ghani Yoseph,2025-03-25 04:29:31+00:00,positif
masih belum ngerti tapi takut,2025-03-25 03:08:05+00:00,negatif
Semoga dipermudahkan segala urusan Rakyat Indonesia..salam sayang dri Malaysia...kita serumpun...jiran dlm masalah..kami turut dukacita dn mendoakan yg terbaik ntuk kalian♥️,2025-03-25 02:23:09+00:00,negatif
udah 98 lagi aja,2025-03-25 01:17:59+00:00,negatif
"@mang_028:RUU TNI yg disahkan puan itu nambah lembaga yg bisa dimasuki dari 10 jadi 14 dan udah ada batas"" umurnya terus TNInya tetep ga boleh berpolitik gitu ga si?",2025-03-25 01:05:15+00:00,negatif
kayak gimana itu ruu tni gak tau sumpah,2025-03-25 00:36:41+00:00,negatif
8 agustus 2028,2025-03-24 23:12:49+00:00,negatif
kami butuh sekelompok revolusioner,2025-03-24 22:26:09+00:00,netral
ruless https ya bro😹,2025-03-24 19:59:53+00:00,positif
ini knp si?🗿,2025-03-24 17:08:46+00:00,negatif
"bang, bahas kasus kim soo hyun udah belum?",2025-03-24 14:53:06+00:00,negatif
cpe bgt am ni negara dh ampunnn,2025-03-24 14:41:01+00:00,negatif
makin g maju maju nii negara,2025-03-24 13:37:56+00:00,positif
#TolakRUUTNI! 🔥,2025-03-24 13:31:22+00:00,negatif
"diam ga guna, bergerak nyusahin rakyat",2025-03-24 13:18:39+00:00,positif
maaf bang tp aku g paham😭🙏🏻,2025-03-24 12:48:21+00:00,negatif
gunanya dpr apansih?,2025-03-24 12:44:27+00:00,netral
DPR BANGSA....T,2025-03-24 12:05:28+00:00,positif
@FIZZ orang nya hilang loh ya 😹,2025-03-24 11:43:28+00:00,negatif
orang2 Disini pada Sekolah gasihhh😂🤣🤣 padahal posisi yg bisa diduduki hanya di lingkup pertahanan yakali diisi SM orang2 letoy😂🤣🤣,2025-03-24 11:17:43+00:00,negatif
😂😂😂,2025-03-24 11:04:35+00:00,positif
ini Indonesia apa korut yak😹,2025-03-24 10:56:31+00:00,negatif
RUU sah?? lansung jadi Indonesia Utara wak😂😂😂,2025-03-24 10:50:32+00:00,negatif
cpe bgt tinggal di indoo,2025-03-24 10:39:24+00:00,positif
jadiin Indonesia seperti meksiko,2025-03-24 10:34:00+00:00,netral
takut ketahuan korupsinya itu makanya langsung ambil tindakan gitu soalnya banyak kasus korupsi terbongkar,2025-03-24 10:22:31+00:00,negatif
lama lama Indonesia jadi Korea utara,2025-03-24 10:01:51+00:00,netral
"belom sempet sukses, malah denger berita kya gini",2025-03-24 10:01:28+00:00,netral
gak yakin negara ini bakal maju,2025-03-24 09:25:44+00:00,positif
buat negara baru yuk🗿,2025-03-24 08:52:33+00:00,positif
"kata ibu aku enak jamanya pak Soeharto, apa² serba murah, tingkat kejahatan menurun bahkan tidak sama sekali,cari kerjaan sangat mudah.Gak kaya jaman sekarang 😌",2025-03-24 08:22:16+00:00,netral
tolak RUU TNI🔥,2025-03-24 07:47:28+00:00,positif
presiden gk bisa apa² ya?,2025-03-24 07:45:21+00:00,negatif
@—𝘢𝘵𝘶𝘴𝘵𝘶𝘵𝘶𝘵𝘶𓆪 apak mong juga ikut😹,2025-03-24 07:35:53+00:00,positif
negara apa si ini🗿,2025-03-24 07:32:33+00:00,positif
pindah negara aja pindah🗿,2025-03-24 07:30:59+00:00,negatif
ga kebayang sekolah bawa ak flaming draco,2025-03-24 07:29:54+00:00,positif
jadi kayak one piece ini mah tenryubito,2025-03-24 05:52:28+00:00,negatif
#TOLAKRUNNTNI,2025-03-24 04:41:11+00:00,negatif
ini jadi kaya jadi takut dijajah sama warga negara sendiri yang punya jabatan militerisasi gitu? atau gimana,2025-03-24 04:28:49+00:00,netral
Stres gue😭,2025-03-24 04:18:01+00:00,positif
menuju Indonesia (c)emas,2025-03-24 03:51:17+00:00,positif
"pantes #kabur aja dulu,emg negara aneh",2025-03-23 23:50:15+00:00,negatif
berarti sekolah harus pake file ini biar headshot mulu😂😭,2025-03-23 23:39:16+00:00,negatif
makin kacau nih kalau udh gini,2025-03-23 22:51:56+00:00,negatif
batel indo bertempur dengan koruptor🗿,2025-03-23 22:39:27+00:00,negatif
"NEGARA JUGA MILIK RAKYAT!
BUKAN HANYA MILIK PEJABAT!
#TOLAKRUUTNI !",2025-03-23 22:30:06+00:00,negatif
china masih enak kok ges,2025-03-23 21:55:27+00:00,netral
Indonesia hama,2025-03-23 21:50:53+00:00,negatif
TOLAK RUU TNI 🔥🔥🔥🔥,2025-03-23 21:44:10+00:00,positif
ramalan jayabaya kayaknya bakal benar deh 😭,2025-03-23 21:42:04+00:00,netral
berarti Indonesia bukan Negara demokrasi sekarang,2025-03-23 21:25:53+00:00,negatif
#TolakRevisiUUTNI,2025-03-23 21:23:59+00:00,negatif
coba aja gusdur waktu itu gk di gusur pasti dpr udh di apus,2025-03-23 21:21:15+00:00,negatif
"lucu bat ini negara ya, ya allahh",2025-03-23 21:03:14+00:00,positif
masa sekolah bawa AK 2jt🗿,2025-03-23 20:51:10+00:00,netral
lebih baik gua hidup di jaman kerajaan sumpah😌,2025-03-23 19:30:36+00:00,positif
@always Inumaki,2025-03-23 19:21:58+00:00,positif
konohaa makinn anehh negara yang ngak ada yang benar 😆,2025-03-23 19:16:14+00:00,netral
"@123edoy:klian setuju ga gaes, biar ngra kita maju!!!
ini solusi dari dri sya sndiri ya gi mna klo kita 1prekuensi.daerah masing masing
menyumbangkan rumah kerumah 2ribu sehari dngan cra berganti'an.",2025-03-23 18:05:09+00:00,negatif
gatau ah pengen pindah planet,2025-03-23 17:57:58+00:00,negatif
soeharto jir,2025-03-23 17:26:24+00:00,positif
pindah negara aja udah,2025-03-23 17:23:03+00:00,negatif
innalilahi wainnailaihi Raji'un,2025-03-23 16:17:10+00:00,negatif
"kangen keheningan💪🥰 sambil mrnikmati kopi, cape brisik trs slama ini, beres kagak🤗",2025-03-23 16:08:23+00:00,negatif
👍👍👍👍,2025-03-23 15:36:27+00:00,positif
msa remaja gue gni bgt😂,2025-03-23 15:30:44+00:00,positif
"kita hidup di akhir zaman, yg penting kita Cari kerja yg halal, perbanyak ibadah, bahagia kan keluarga, jika pemerintah sampai melakukan tindakan yg kurang pantas,kita sebagai rakyat Harus SegeraSigap",2025-03-23 15:12:51+00:00,positif
Pengen pindah negara tpi gk ada duitt😭😭,2025-03-23 14:44:53+00:00,negatif
pindah yu ke jepang,2025-03-23 14:43:27+00:00,negatif
haduhh gak jelas ini negara urus dulu itu KKB di papua dari dulu sampai sekarang gak selesai2 perangnya,2025-03-23 14:35:09+00:00,negatif
udh paling bnr belajar bahasa asing trs pindah ke luar negeri,2025-03-23 14:31:36+00:00,negatif
Indonesia gelap,2025-03-23 05:41:41+00:00,negatif
order baru Part II 🗿,2025-03-23 05:31:48+00:00,positif
HALO DEK🗿,2025-03-23 05:24:29+00:00,positif
ga kebayang sekolah bawa scar titan,2025-03-23 05:15:20+00:00,positif
serasa di jajah negara sendiri ya,2025-03-23 05:09:43+00:00,positif
yg mau pindah negara disarankan pake jalur resmi ya. jangan kabur2an. nanti dijual orang lu 😭,2025-03-23 05:00:45+00:00,negatif
trnyata tinggal di Malaysia tdk seburuk itu😂🗿,2025-03-23 04:50:10+00:00,negatif
pengen ke jepang Krn disana lagi butuh pekerja #kaburajadulu,2025-03-23 04:48:52+00:00,negatif
RUU TNI = HAMA🚀🚀🚀,2025-03-23 04:48:20+00:00,positif
@🎀 ᝬ 🩰ꜝꜞ 𖦹 ˖࣪، Ꮺ tuh,2025-03-23 04:27:45+00:00,positif
@Khalfani.ar,2025-03-23 04:26:24+00:00,positif
"I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI
I HATE RUU TNI",2025-03-23 04:20:08+00:00,negatif
"bang, apa hubungan nya sma kpop? soal nya pada g trima gitu",2025-03-23 04:18:33+00:00,netral
gini amat masa remaja gua😏,2025-03-23 03:59:19+00:00,positif
ga ada yang bahas RUUKUHAP?,2025-03-23 03:56:45+00:00,negatif
bubar kan DPR,2025-03-23 03:55:15+00:00,netral
"#DUKUNG MAHASISWA
#TOLAK RUU TNI.",2025-03-23 03:50:27+00:00,positif
@indahtursina>_<,2025-03-23 03:38:47+00:00,positif
pemilih 02 tuh mikirnya apa duluh😏😏😏,2025-03-23 03:35:33+00:00,negatif
"gimana nasib gw lagi dengerin lagu K-Pop malah di tangkap 🗿
@lU:Shoon(Elsa) @Triiiiiiiiiiiiiiii🍭",2025-03-23 03:25:04+00:00,netral
enakan jaman jama Jokowi masih jadi presiden 😓😓,2025-03-23 03:08:59+00:00,positif
DIMANA KEADILAN?,2025-03-23 03:05:36+00:00,negatif
Prabowo emang gak bisa berbuat apa-apa tah? 😔,2025-03-23 03:02:15+00:00,netral
gua mau pindah aja bang ke luar negri,2025-03-23 02:54:51+00:00,negatif
tragedi petrus bakal ada lagi ni kayaknya,2025-03-23 02:40:53+00:00,negatif
"masih ga ngerti dh bg, belom mudeng gw",2025-03-23 02:08:32+00:00,negatif
udah sah,2025-03-23 01:47:53+00:00,negatif
jago pepeng kan bro?,2025-03-23 01:47:22+00:00,negatif
wallahi vro we're cooked☠️,2025-03-23 01:39:07+00:00,positif
"katanya DPR mewakili suara rakyat, rakyat yg mana???",2025-03-23 01:34:22+00:00,negatif
mending ke jepang aja,2025-03-23 01:34:18+00:00,negatif
tapi anak saya usahakan jadi komando,2025-03-23 01:29:53+00:00,netral
@piwʚɞ @Irvan_hasans @evaavhaa @BanGHaaN,2025-03-23 01:23:35+00:00,positif
yok yok aku sniper😁🗿,2025-03-23 01:15:28+00:00,negatif
ruu tni pler,2025-03-23 00:56:57+00:00,positif
jadi g mau jadi TNI lagi,2025-03-23 00:43:33+00:00,negatif
apa bakal balik ke era pak Soeharto ya,2025-03-23 00:42:45+00:00,positif
pindah negara yuk,2025-03-23 00:37:51+00:00,negatif
paling bener pindah negara semua dah 🗿,2025-03-23 00:36:51+00:00,positif
udh kayak Meksiko aja ni negara,2025-03-23 00:30:31+00:00,negatif
#TOLAKRUUTNI!,2025-03-23 00:30:04+00:00,negatif
);@￶￶￶عَلْيَا ೀ,2025-03-23 00:27:06+00:00,positif
udh lah mau ke Mars aja🚀,2025-03-23 00:19:14+00:00,negatif
besok pindah neraga aja ah🥰,2025-03-23 00:08:04+00:00,netral
"mines bgt anj negara gwa, @𝐑іղαα 𝅄 ꣑ৎ ࣪ㅤ𓈒 pindah ke Jepang je",2025-03-22 23:37:45+00:00,negatif
Indonesia battle royale akan terjadi kalian udah pada beli senjata sama rompi anti peluru infokan dimana belinya gw belum beli njir🗿,2025-03-22 23:29:53+00:00,negatif
ini pengahilan isu korupsi kmaren utu ga? ( gua nanya ),2025-03-22 22:50:54+00:00,negatif
"#DUKUNG MAHASISWA
#TOLAK RUU TNI.",2025-03-22 22:42:33+00:00,positif
Laa haula walaa quwwata illa billah,2025-03-22 22:40:51+00:00,negatif
"presiden kemana dah, malah ganti presiden kok kayak gini",2025-03-22 22:32:33+00:00,negatif
ajak pemerintah isian🔥🔥,2025-03-22 22:22:03+00:00,positif
@𝓈𝒶𝓈𝒶 @finahh @m!taw @micell @kysha @khalisa putri aprilia,2025-03-22 22:17:35+00:00,negatif
"ini Indonesia punya kita semua bukan punya pejabat masa negara ini punya dia kan gak adil #tolak RUU TNI
#tolak RUU TNI
#tolak RUU TNI
#tolak RUU TNI",2025-03-22 22:06:24+00:00,negatif
minta ke Allah kan malam Lailatul Qadar,2025-03-22 22:01:33+00:00,positif
yok pindah negara 🥰,2025-03-22 19:27:54+00:00,negatif
Fiks pindah negara,2025-03-22 19:23:41+00:00,negatif
"DPR gak kunjung mengesahkan UU perampasan aset,malah RUU TNI yg dikebut apakah DPR korup semua jadi kebut RUU TNI biar yg speak up atau yg ngebonkar hilang semua🤣🗿",2025-03-22 18:22:56+00:00,negatif
pasti yang ngesahin duta korupsi,2025-03-22 18:13:20+00:00,negatif
"""menuju Indonesia emas""😹😹",2025-03-22 18:07:18+00:00,positif
"aku masih ga ngerti apa ruu TNI , yg pinter jelasin dung 😭",2025-03-22 18:05:02+00:00,negatif
otw pindah negaraa,2025-03-22 17:44:06+00:00,negatif
jadi dunia epep,2025-03-22 17:35:10+00:00,positif
udah kaya korea utara aja di buat sekarang,2025-03-22 16:59:21+00:00,negatif
yang penting bisa napas aja alhamdulilah di Indonesia era skrg 😭😭,2025-03-22 16:56:41+00:00,positif
penge sah an sebuah uu butuh vote dari rakyat bukan penjabat😹🫢,2025-03-22 16:55:51+00:00,negatif
#TOLAKRUUTNI,2025-03-22 16:45:24+00:00,negatif
DPR Pengen RU TNI biar mereka semakin bebas KORUPSI,2025-03-22 16:23:07+00:00,negatif
kalau kaya gini makin susah dong cri krja?,2025-03-22 16:19:06+00:00,negatif
ini nih yang bikin gua males anj,2025-03-22 16:16:44+00:00,negatif
"JANGAN LUPA SAMA RUU YANG LAINNYA GESSS
RUU KUHP
RUU POLRI
RUU KEJAKSAAN",2025-03-22 16:16:32+00:00,netral
STRES PLC😔,2025-03-22 16:09:53+00:00,positif
@alzzz5 maksud na kieu lin,2025-03-22 16:06:59+00:00,netral
bubarkan aja DPR Itu,2025-03-22 16:04:17+00:00,negatif
#TOLAKRUUTNI,2025-03-22 15:54:06+00:00,negatif
takutt😢,2025-03-22 15:31:33+00:00,positif
ni negara apa sih?😭,2025-03-22 15:31:15+00:00,negatif
@☠️🥶nasya☠️🥶,2025-03-22 15:25:31+00:00,positif
